year,district,constituency,link
1961,BANKURA,PATRASAYER AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/PATRASAYER%20AC%20TWO/1961---216-PATRASAYER%20A.C-2%20(BANKURA)-(531).pdf
1961,BANKURA,RAIPUR AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/RAIPUR%20AC%20ONE/1961---211-RAIPUR%20A.C%20(1)%20(BANKURA)-(1009).pdf
1961,BANKURA,RAIPUR AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/RAIPUR%20AC%20TWO/1961---211-RAIPUR%20%20A.C%20[2]%20(BANKURA)-(1164).pdf
1961,BANKURA,RANIBANDH AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/RANIBANDH%20AC%20ONE/1961---210-RANIBANDH%20A.C(1)%20(BANKURA)-(1234).pdf
1961,BANKURA,RANIBANDH AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/RANIBANDH%20AC%20TWO/1961---210-RANIBANDH.%20%20A.C%20[2](BANKURA)-(1221).pdf
1961,BANKURA,SALTORA AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/SALTORA%20AC%20ONE/1961---221-SAL%20TORA%20A.C%20(1)%20(BANKURA)-(1163).pdf
1961,BANKURA,SALTORA AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/SALTORA%20AC%20TWO/1961---221-SALTORA%20A.C%20(2)%20(BANKURA)-(1160).pdf
1961,BANKURA,TALDANGRA AC ONE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/TALDANGRA%20AC%20ONE/1961---212-TALDANGRA%20A.C-1%20(BANKURA)-(1575)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/TALDANGRA%20AC%20ONE/1961---212-TALDANGRA%20A.C-1%20(BANKURA)-(1575)-PART-2.pdf"
1961,BANKURA,TALDANGRA AC TWO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/TALDANGRA%20AC%20TWO/1961---212-TALDANGA%20A.C-2%20(BANKURA)-(1580)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BANKURA/TALDANGRA%20AC%20TWO/1961---212-TALDANGA%20A.C-2%20(BANKURA)-(1580)-PART-2.pdf"
1961,BIRBHUM,MAYURESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BIRBHUM/MAYURESWAR/1961---249_MAYURESWAR%20A.C%20(BIRBHUM)-(1175).pdf
1961,BIRBHUM,MURARAI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BIRBHUM/MURARAI/1961---252-MURARAI%20A.C%20(BIRBHUM)-(1062).pdf
1961,BIRBHUM,NALHATI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BIRBHUM/NALHATI/1961---251-NALHATI%20A.C%20(BIRBHUM)-(1037).pdf
1961,BIRBHUM,RAMPURHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BIRBHUM/RAMPURHAT/1961---250-RAMPURHAT%20A.C(BIRBHUM)-(1134).pdf
1961,BURDWAN,BHATAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/BHATAR/1961-230-BHATAR%20%20%20A.C%20(BURDWAN)-(1374)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/BHATAR/1961-230-BHATAR%20%20%20A.C%20(BURDWAN)-(1374)-PART-2.pdf"
1961,BURDWAN,GALSI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/GALSI/1961---231-GALSI%20%20A.C%20%20(BURDWAN)-(965).pdf
1961,BURDWAN,JAMURIA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/JAMURIA/1961---226-JAMURIA%20A.C(BURDWAN)-(816).pdf
1961,BURDWAN,KALNA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/KALNA/1961---237-KALNA%20%20A.C%20(BURDWAN)-(1414)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/KALNA/1961---237-KALNA%20%20A.C%20(BURDWAN)-(1414)-PART-2.pdf"
1961,BURDWAN,KETUGRAM,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/KETUGRAM/1961---242-KETUGRAM%20A.C(BURDWAN)-(1287).pdf
1961,BURDWAN,MEMARI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/MEMARI/1961---236-MEMARI.%20A.C%20(BURDWAN)-(1247)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/MEMARI/1961---236-MEMARI.%20A.C%20(BURDWAN)-(1247)-PART-2.pdf"
1961,BURDWAN,MONTESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/MONTESWAR/1961---238-MONTESWAR%20A.C(BURDWAN)-(1080).pdf
1961,BURDWAN,PURBOSTHALI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/PURBOSTHALI/1961---239-PURBOSTHALI%20A.C(BURDWAN)-(1116).pdf
1961,BURDWAN,RANIGUNJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/BURDWAN/RANIGUNJ/1961---227_RANIGUNJ%20A.C(BURDWAN)-(893).pdf
1961,CALCUTTA,ALIPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/ALIPORE/1961--112-ALIPORE%20%20A.C%20(CALCUTTA)-(563).pdf
1961,CALCUTTA,BALLYGUNG,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BALLYGUNG/1961--118-BALLYGUNG%20A.C%20(CALCUTTA)-(737).pdf
1961,CALCUTTA,BARABAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BARABAZAR/1961--130-BARABAZAR%20%20A.C%20(CALCUTTA)-(630).pdf
1961,CALCUTTA,BELGACHIA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BELGACHIA/1961--122-BELGACHIA%20(CALCUTTA)-(739).pdf
1961,CALCUTTA,BELIAGHATA NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BELIAGHATA%20NORTH/1961--120-BELIAGHATA%20NORTH%20(CALCUTTA)-%20(588).pdf
1961,CALCUTTA,BELIAGHATA SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BELIAGHATA%20SOUTH/1961--119-BELIAGHATA_SOUTH%20(CALCUTTA)-(531).pdf
1961,CALCUTTA,BHAWANIPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BHAWANIPORE/1961--115-BHAWANIPORE%20A.C%20(CALCUTTA)-(635).pdf
1961,CALCUTTA,BOWBAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BOWBAZAR/1961--129-BOWBAZAR%20(CALCUTTA)-(550).pdf
1961,CALCUTTA,BURTALA NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/BURTALA%20NORTH/1961--123-BURTALA%20NORTH%20(CALCUTTA)-(572).pdf
1961,CALCUTTA,CHOWRANGEE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/CHOWRANGEE/1961--144-CHOWRANGEE%20(CALCUTTA)-(561).pdf
1961,CALCUTTA,COSSIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/COSSIPUR/1961--135-COSSIPUR%20(CALCUTTA)-(616).pdf
1961,CALCUTTA,EKBALPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/EKBALPUR/1961--111%20EKBALPUR%20AC(CALCUTTA)-(617).pdf
1961,CALCUTTA,ENTALLY,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/ENTALLY/1961--125-ENTALLY%20A.C(CALCUTTA)-(602).pdf
1961,CALCUTTA,FORT PORT AREA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/FORT%20PORT%20AREA/1961--110-FORT/PORT%20AREA%20A.C%20(CALCUTTA)-(469).pdf
1961,CALCUTTA,JORABAGAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/JORABAGAN/1961--133-JORABAGAN%20(CALCUTTA)(768).pdf
1961,CALCUTTA,JORASANKO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/JORASANKO/1961--132-JORASANKO%20A.C%20(CALCUTTA)-(579).pdf
1961,CALCUTTA,KALIGHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/KALIGHAT/1961--113-KALIGHAT%20A.C%20(CALCUTTA)-(590).pdf
1961,CALCUTTA,MANIKTOLA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/MANIKTOLA/1961--121-MANIKTOLA%20(CALCUTTA)-(690).pdf
1961,CALCUTTA,MUCHIPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/MUCHIPARA/1961--128-MUCHIPARA%20(CALCUTTA)-(553).pdf
1961,CALCUTTA,RASHBIHARI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/RASHBIHARI/1961--RASHBIHARI%20(CALCUTTA)-(665).pdf
1961,CALCUTTA,SUKEAS STREET,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/SUKEAS%20STREET/1961--124-SUKEAS%20STREET%20(CALCUTTA)-549).pdf
1961,CALCUTTA,TALTOLA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/TALTOLA/1961--126-TALTOLA%20A.C%20(CALCUTTA)-(555).pdf
1961,CALCUTTA,TOLLYGUNGE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/TOLLYGUNGE/1961--117-TOLLYGUNGE%20(CALCUTTA)-(1165).pdf
1961,CALCUTTA,VIDYASAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/CALCUTTA/VIDYASAGAR/1961--VIDYASAGAR%20A.C%20(CALCUTTA)-(565).pdf
1961,COOCHBEHAR,COOCHBEHAR NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/COOCHBEHAR%20NORTH/1961---6-COOCHBEHAR%20%20(NORTH%20)%20A.C%20(COOCHBEHAR)-(906).pdf
1961,COOCHBEHAR,COOCHBEHAR SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/COOCHBEHAR%20SOUTH/1961---5-COOCHBEHAR%20%20(SOUTH)%20%20A.C%20(COOCHBEHAR)-(902).pdf
1961,COOCHBEHAR,DINHATA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/DINHATA/1961---4-DINHATA%20A.C(COOCHBEHAR)-(1530)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/DINHATA/1961---4-DINHATA%20A.C(COOCHBEHAR)-(1530)-PART-2.pdf"
1961,COOCHBEHAR,MATHABHANGA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/MATHABHANGA/1961---2-MATHABHANGA%20A.C(COOCHBEHAR)-(1174).pdf
1961,COOCHBEHAR,MEKLIGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/MEKLIGANJ/1961---1-MEKLIGANJ%20A.C(COOCHBEHAR)-(985).pdf
1961,COOCHBEHAR,SITALKUCHI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/SITALKUCHI/1961---3-SITALKUCHI%20A.C(COOCHBEHAR)-(1231).pdf
1961,COOCHBEHAR,TUFANGANJ,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/TUFANGANJ/1961--7-%20TUFANGANJ%20A.C%20(COOCHBIHAR)-(1598)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/COOCHBEHAR/TUFANGANJ/1961--7-%20TUFANGANJ%20A.C%20(COOCHBIHAR)-(1598)-PART-2.pdf"
1961,HOOGHLY,ARAMBAGH EAST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/ARAMBAGH%20%20EAST/1961---164-ARAMBAGH%20%20EAST%20A.C%20(HOOGHLY)-(1875)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/ARAMBAGH%20%20EAST/1961---164-ARAMBAGH%20%20EAST%20A.C%20(HOOGHLY)-(1875)-PART-2.pdf"
1961,HOOGHLY,ARAMBAGH WEST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/ARAMBAGH%20WEST/1961---165-ARAMBAGH%20WEST%20A.C%20(HOOGHLY)-(1357)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/ARAMBAGH%20WEST/1961---165-ARAMBAGH%20WEST%20A.C%20(HOOGHLY)-(1357)-PART-2.pdf"
1961,HOOGHLY,BALAGARH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/BALAGARH/1961---BALAGARH%20%20%20A.C%20(HOOGHLY)-(841).pdf
1961,HOOGHLY,BHADRESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/BHADRESWAR/1961---155-BHADRESWAR%20A.C(HOOGHLY)-(1113).pdf
1961,HOOGHLY,CHANDERNAGORE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/CHANDERNAGORE/1961---157-CHANDERNAGORE%20A.C.(HOOGHLY)-(1417)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/CHANDERNAGORE/1961---157-CHANDERNAGORE%20A.C.(HOOGHLY)-(1417)-PART-2.pdf"
1961,HOOGHLY,CHANDITALA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/CHANDITALA/1961---152-CHANDITALA%20A.C(HOOGHLY)-(1150).pdf
1961,HOOGHLY,CHINSURAH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/CHINSURAH/1961---158-CHINSURAH%20A.C,(HOOGHLY)-(1219)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/CHINSURAH/1961---158-CHINSURAH%20A.C,(HOOGHLY)-(1219)-PART-2.pdf"
1961,HOOGHLY,DHANIAKHALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/DHANIAKHALI/1961---161-DHANIAKHALI%20%20A.C(%20HOOGHLY)-(1372)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/DHANIAKHALI/1961---161-DHANIAKHALI%20%20A.C(%20HOOGHLY)-(1372)-PART-2.pdf"
1961,HOOGHLY,JANGIPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/JANGIPARA/1961---151-JANGIPARA%20A.C(HOOGHLY)-(925).pdf
1961,HOOGHLY,KHANAKUL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/KHANAKUL/1961---163-KHANAKUL%20%20A.C%20%20%20(HOOGHLY)-(1634)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/KHANAKUL/1961---163-KHANAKUL%20%20A.C%20%20%20(HOOGHLY)-(1634)-PART-2.pdf"
1961,HOOGHLY,PANDUA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/PANDUA/1961---160-PANDUA%20A.C,(HOOGHLY)-(994).pdf"
1961,HOOGHLY,SERAMPORE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/SERAMPORE/1961---154-%20SERAMPORE%20A.C%20(HOOGHLY)-(1276)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/SERAMPORE/1961---154-%20SERAMPORE%20A.C%20(HOOGHLY)-(1276)-PART-2.pdf"
1961,HOOGHLY,SINGUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/SINGUR/1961---156-SINGUR%20A.C(HOOGHLY)-(1588)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/SINGUR/1961---156-SINGUR%20A.C(HOOGHLY)-(1588)-PART-2.pdf"
1961,HOOGHLY,TARAKESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/TARAKESWAR/1961---162-TARAKESWAR%20A.C%20(HOOGHLY)-(1122).pdf
1961,HOOGHLY,UTTARPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOOGHLY/UTTARPARA/1961---153-UTTARPARA%20A.C%20(HOOGHLY)-(1361).pdf
1961,HOWRAH,AMTA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/AMTA/1961---150-AMTA%20A.C%20(HOWRAH)-(1016).pdf
1961,HOWRAH,BAGNAN,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/BAGNAN/1961---148-BAGNAN%20%20A.C(HOWRAH)-(1253)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/BAGNAN/1961---148-BAGNAN%20%20A.C(HOWRAH)-(1253)-PART-2.pdf"
1961,HOWRAH,BALLY,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/BALLY/1961---140-BALLY%20%20A.C%20(HOWRAH)-(1345)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/BALLY/1961---140-BALLY%20%20A.C%20(HOWRAH)-(1345)-PART-2.pdf"
1961,HOWRAH,DOMJUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/DOMJUR/1961---141-DOMJUR%20A.C(HOWRAH)-(1009).pdf
1961,HOWRAH,HOWRAH EAST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/HOWRAH%20%20EAST/1961---136-HOWRAH%20%20EAST%20A.C(HOWRAH)-(1121)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/HOWRAH%20%20EAST/1961---136-HOWRAH%20%20EAST%20A.C(HOWRAH)-(1121)-PART-2.pdf"
1961,HOWRAH,HOWRAH NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/HOWRAH%20%20NORTH/1961---139-HOWRAH%20%20NORTH%20A.C%20(HOWRAH)-(897).pdf
1961,HOWRAH,HOWRAH SOUTH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/HOWRAH%20SOUTH/1961---137-HOWRAH%20SOUTH%20A.C%20(HOWRAH)-(1021)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/HOWRAH%20SOUTH/1961---137-HOWRAH%20SOUTH%20A.C%20(HOWRAH)-(1021)-PART-2.pdf"
1961,HOWRAH,JAGATBALLAVPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/JAGATBALLAVPUR/1961---142-JAGATBALLAVPUR%20A.C%20(HOWRAH)-(909).pdf
1961,HOWRAH,PANCHLA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/PANCHLA/1961---143-PANCHLA%20A.C%20(HOWRAH)-(948).pdf
1961,HOWRAH,SANKRAIL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/SANKRAIL/1961---144-SANKRAIL%20A.C(HOWRAH)-(808).pdf
1961,HOWRAH,SHYAMPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/SHYAMPUR/1961---147-SHYAMPUR%20A.C(HOWRAH)-(1313)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/SHYAMPUR/1961---147-SHYAMPUR%20A.C(HOWRAH)-(1313)-PART-2.pdf"
1961,HOWRAH,UDAYNARAYANPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/UDAYNARAYANPUR/1961---149-UDAYNARAYANPUR%20A.C%20(HOWRAH)-(1088).pdf
1961,HOWRAH,ULUBERIA NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/ULUBERIA%20NORTH/1961---145-ULUBERIA%20NORTH%20A.C(HOWRAH)-(909).pdf
1961,HOWRAH,ULUBERIA SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/HOWRAH/ULUBERIA%20SOUTH/1961---146-ULUBERIA%20SOUTH%20A.C(HOWRAH)-(891).pdf
1961,JALPAIGURI,FALAKATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/JALPAIGURI/FALAKATA/1961---11-FALAKATA%20A.C(JALPAIGURI)-(1125).pdf
1961,JALPAIGURI,JALPAIGURI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/JALPAIGURI/JALPAIGURI/1961---14-JALPAIGURI%20A.C%20(JAPAIGURI)-(966).pdf
1961,JALPAIGURI,KALCHINI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/JALPAIGURI/KALCHINI/1961---9-KALCHINI%20A.C(JALPAIGURI)-(1070).pdf
1961,JALPAIGURI,MADARIHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/JALPAIGURI/MADARIHAT/1961---10-MADARIHAT%20A.C(JALPAIGURI)-(745).pdf
1961,JALPAIGURI,MAL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/JALPAIGURI/MAL/1961---16-MAL%20A.C(JALPAIGURI)-(888).pdf
1961,JALPAIGURI,NAGRAKATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/JALPAIGURI/NAGRAKATA/1961---15-NAGRAKATA%20A.C(JALPAIGURI)-(822).pdf
1961,MALDA,ENGLISHBAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/ENGLISHBAZAR/1961---38-ENGLISHBAZAR%20A.C(MALDA)-(900).pdf
1961,MALDA,HABIBPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/HABIBPUR/1961---32-HABIBPUR%20%20A.C%20MALDA-(1283).pdf
1961,MALDA,HARISHCHANDRAPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/HARISHCHANDRAPUR/1961---35-HARISHCHANDRAPUR%20%20A.C%20(MALDA)-(1257).pdf
1961,MALDA,KALIACHAK,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/KALIACHAK/1961---40-KALIACHAK%20A.C%20(MALDA)-(1040).pdf
1961,MALDA,KHARBA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/KHARBA/1961---34-KHARBA%20A.C%20(MALDA)-(1309).pdf
1961,MALDA,MALDA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/MALDA/1961---33-MALDA%20A.C%20%20(%20MALDA)-(1314).pdf
1961,MALDA,MANIKCHAK,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/MANIKCHAK/1961---37-%20MANIKCHAK%20%20A.C%20(MALDA)-(940).pdf
1961,MALDA,RATUA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/RATUA/1961---36-RATUA%20%20%20A.C%20(MALDA)-(1154).pdf
1961,MALDA,SUJAPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MALDA/SUJAPUR/1961---39-SUJAPUR%20A.C(MALDA)-(906).pdf
1961,MIDNAPORE,BINPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/BINPUR/1961---197-BINPUR%20A.C(MIDNAPORE)-(1870)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/BINPUR/1961---197-BINPUR%20A.C(MIDNAPORE)-(1870)-PART-2.pdf"
1961,MIDNAPORE,CONTAI SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/CONTAI%20SOUTH/1961---180-CONTAI%20%20[SOUTH]%20%20A.C%20%20(%20MIDNAPORE)-(1475).pdf
1961,MIDNAPORE,DANTAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/DANTAN/1961---184-DANTAN%20%20A.C%20(MIDNAPORE)-(1427).pdf
1961,MIDNAPORE,DASPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/DASPORE/1961---168-DASPORE%20A.C(MIDNAPORE)-(1218).pdf
1961,MIDNAPORE,EGRA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/EGRA/1961---182-EGRA%20A.C%20(MIDNAPORE)-(1470).pdf
1961,MIDNAPORE,JHARGRAM,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/JHARGRAM/1961---196-JHARGRAM%20A.C(MIDNAPORE)-(2403)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/JHARGRAM/1961---196-JHARGRAM%20A.C(MIDNAPORE)-(2403)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/JHARGRAM/1961---196-JHARGRAM%20A.C(MIDNAPORE)-(2403)-PART-3.pdf"
1961,MIDNAPORE,KHAJURI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/KHAJURI/1961---178-KHAJURI%20(S.C)A.C%20(MIDNAPORE)-(1083).pdf
1961,MIDNAPORE,KHARAGPUR LOCAL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/KHARAGPUR%20LOCAL/1961---188-KHARAGPUR%20LOCAL%20A.C%20(MIDNAPORE)-(1733)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/KHARAGPUR%20LOCAL/1961---188-KHARAGPUR%20LOCAL%20A.C%20(MIDNAPORE)-(1733)-PART-2.pdf"
1961,MIDNAPORE,MAHISHADAL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/MAHISHADAL/1961---173-MAHISHADAL%20A.C,(MIDNAPORE)-(1085).pdf"
1961,MIDNAPORE,MIDNAPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/MIDNAPORE/1961---189-MIDNAPORE%20%20A.C%20(MIDNAPORE)-(1358).pdf
1961,MIDNAPORE,MOYNA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/MOYNA/1961---172-MOYNA%20A.C%20(MIDNAPORE)-(1239).pdf
1961,MIDNAPORE,NARAYANGARH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1961/MIDNAPORE/NARAYANGARH/1961---185-NARAYANGARH%20A.C(MIDNAPORE)-(1149).pdf
