year,district,constituency,link
1966,CALCUTTA,BELIAGHATA SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/BELIAGHATA%20SOUTH/1966--BELIAGHATA%20SOUTH%20(CALCUTTA)-(697).pdf
1966,CALCUTTA,BOWBAZAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/BOWBAZAR/1966--BOWBAZAR%20(CALCUTTA)-(1302)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/BOWBAZAR/1966--BOWBAZAR%20(CALCUTTA)-(1302)-PART-2.pdf"
1966,CALCUTTA,CHOWRAINGEE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/CHOWRAINGEE/1966--134-CHOWRAINGEE%20%20(CALCUTTA)-(1125)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/CHOWRAINGEE/1966--134-CHOWRAINGEE%20%20(CALCUTTA)-(1125)-PART-2.pdf"
1966,CALCUTTA,COSSIPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/COSSIPUR/1966--128-COSSIPUR%20A.C%20(CALCUTTA)-(1189)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/COSSIPUR/1966--128-COSSIPUR%20A.C%20(CALCUTTA)-(1189)-PART-2.pdf"
1966,CALCUTTA,JORABAGAN,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/JORABAGAN/1966--130-JORABAGAN%20(CALCUTTA)-(1639)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/JORABAGAN/1966--130-JORABAGAN%20(CALCUTTA)-(1639)-PART-2.pdf"
1966,CALCUTTA,JORASANKO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/JORASANKO/1966--131-JORASANKO%20(CALCUTTA)-(1306)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/JORASANKO/1966--131-JORASANKO%20(CALCUTTA)-(1306)-PART-2.pdf"
1966,CALCUTTA,KABITIRTHA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/KABITIRTHA/1966--35-KABITIRTHA%20(CALCUTTA)-(917).pdf
1966,CALCUTTA,RASHBIHARI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/RASHBIHARI/1966--138-RASHBIHARI%20(CALCUTTA)-(1466)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/RASHBIHARI/1966--138-RASHBIHARI%20(CALCUTTA)-(1466)-PART-2.pdf"
1966,CALCUTTA,SEALDAHA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/SEALDAHA/1966--145-SEALDAHA%20(CALCUTTA)-(1220)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/SEALDAHA/1966--145-SEALDAHA%20(CALCUTTA)-(1220)-PART-2.pdf"
1966,CALCUTTA,SHAMPUKUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/SHAMPUKUR/1966--129-SHAMPUKUR%20A.C%20(CALCUTTA)-(1433)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/SHAMPUKUR/1966--129-SHAMPUKUR%20A.C%20(CALCUTTA)-(1433)-PART-2.pdf"
1966,CALCUTTA,VIDYASAGAR AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/VIDYASAGAR%20AC%20ONE/1966--146-VIDYASAGAR%20A.C%20(1)%20(CALCUTTA)-(819).pdf
1966,CALCUTTA,VIDYASAGAR AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1967/CALCUTTA/VIDYASAGAR%20AC%20TWO/1966--146-VIDYASAGAR%20A.C%20(2)%20(CALCUTTA)-(924).pdf
1966,COOCHBEHAR,COOCH BEHAR NORTH ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/COOCH%20BEHAR%20NORTH%20ONE/1966---6-COOCH%20BEHAR%20NORTH-1%20A.C(COOCH%20BEHAR)-(1043).pdf
1966,COOCHBEHAR,COOCHBEHAR NORTH TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/COOCHBEHAR%20NORTH%20TWO/1966---6-COOCHBEHAR%20NORTH-2%20A.C(COOCHBEHAR)-(961).pdf
1966,COOCHBEHAR,COOCHBEHAR SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/COOCHBEHAR%20SOUTH/1966---COOCHBEHAR%20SOUTH%20A.C(COOCHBEHAR)-(437).pdf
1966,COOCHBEHAR,COOCHBEHAR WEST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/COOCHBEHAR%20%20WEST/1966---3-COOCHBEHAR%20%20WEST%20(S.C-1)%20A.C%20(COOCHBEHAR)-(1214)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/COOCHBEHAR%20%20WEST/1966---3-COOCHBEHAR%20%20WEST%20(S.C-1)%20A.C%20(COOCHBEHAR)-(1214)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/COOCHBEHAR%20%20WEST/1966---3-COOCHBEHAR%20%20WEST%20(S.C-2)%20A.C%20(COOCHBEHAR)-(1047).pdf"
1966,COOCHBEHAR,DINHATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/DINHATA/1966---DINHATA%20A.C(COOCH%20BEHAR)-(1011).pdf
1966,COOCHBEHAR,MATHABHANGA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/MATHABHANGA/1966---2-MATHABHANGA%20%20(S.C)%20A.C%20(COOCHBEHAR)-(983).pdf
1966,COOCHBEHAR,MEKLIGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/MEKLIGANJ/1966---1-MEKLIGANJ%20(S.C)%20A.C%20(COOCHBIHAR)-(1067).pdf
1966,COOCHBEHAR,SITAI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/SITAI/1966---SITAI%20A.C(COOCHBEHAR)-(804).pdf
1966,COOCHBEHAR,TUFANGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/TUFANGANJ/1966---8-TUFANGANJ(S.C)A.C(COOCH%20BEHAR)-(1324).pdf
1966,COOCHBEHAR,TUFANGANJ ONE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/TUFANGANJ%20ONE/1966---TUFANGANJ%20%20(S.C-1)%20A.C%20(COOCHBEHAR)-(1470)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/TUFANGANJ%20ONE/1966---TUFANGANJ%20%20(S.C-1)%20A.C%20(COOCHBEHAR)-(1470)-PART-2.pdf"
1966,COOCHBEHAR,TUFANGANJ TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/COOCHBEHAR/TUFANGANJ%20TWO/1966---TUFANGANJ%20%20(S.C-2)%20A.C%20(COOCHBEHAR)-(1055).pdf
1966,DARJEELING,DARJEELING HINDI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/DARJEELING%20HINDI/1966---21-DARJEELING%20(HINDI)%20A.C(DARJEELING)-(817).pdf
1966,DARJEELING,JOREBUNGLOW HINDI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/JOREBUNGLOW%20HINDI/1966---22-JOREBUNGLOW%20(HINDI)%20A.C(DARJEELING)-(725).pdf
1966,DARJEELING,KALIMPONG HINDI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/KALIMPONG%20HINDI/1966---20-KALIMPONG%20(HINDI)%20A.C(DARJEELING)-(908).pdf
1966,DARJEELING,SILIGURI BENGALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/SILIGURI%20BENGALI/1966---23-SILIGURI%20(BENGALI)%20A.C(DARJEELING)-(1158)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/SILIGURI%20BENGALI/1966---23-SILIGURI%20(BENGALI)%20A.C(DARJEELING)-(1158)-PART-2.pdf"
1966,DARJEELING,SILIGURI HINDI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/SILIGURI%20HINDI/1966---23-SILIGURI%20(HINDI)%20A.C(DARJEELING)-(1067)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/DARJEELING/SILIGURI%20HINDI/1966---23-SILIGURI%20(HINDI)%20A.C(DARJEELING)-(1067)-PART-2.pdf"
1966,HOOGHLY,BALAGARH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/BALAGARH/1966---177--BALAGARH%20A.C(HOOGHLY)-(879).pdf
1966,HOOGHLY,CHAMPDANI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHAMPDANI/1966---171-CHAMPDANI%20A.C(HOOGHLY)-(1167).pdf
1966,HOOGHLY,CHANDANNAGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHANDANNAGAR/1966---172-CHANDANNAGAR%20A.C(HOOGHLY)-(1347)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHANDANNAGAR/1966---172-CHANDANNAGAR%20A.C(HOOGHLY)-(1347)-PART-2.pdf"
1966,HOOGHLY,CHANDITALA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHANDITALA/1966---168-CHANDITALA%20A.C(HOOGHLY)-(947).pdf
1966,HOOGHLY,CHINSURAH AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHINSURAH%20AC%20ONE/1966---175-CHINSURAH%20A.C%201%20(HOOGHLY)-(1104).pdf
1966,HOOGHLY,CHINSURAH AC TWO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHINSURAH%20AC%20TWO/1966---175-CHINSURAH%20%20A.C-2%20(HOOGHLY)-(1758)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/CHINSURAH%20AC%20TWO/1966---175-CHINSURAH%20%20A.C-2%20(HOOGHLY)-(1758)-PART-2.pdf"
1966,HOOGHLY,DHANIAKHALI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/DHANIAKHALI/1966---179-DHANIAKHALI%20%20A.C(HOOGHLY)-(910).pdf
1966,HOOGHLY,HARIPAL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/HARIPAL/1966---174-HARIPAL%20A.C(HOOGHLY)-(959).pdf
1966,HOOGHLY,JANGIPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/JANGIPARA/1966---167-JANGIPARA%20A.C(HOOGHLY)-(915).pdf
1966,HOOGHLY,PANDUA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/PANDUA/1966---178-PANDUA%20A.C-2(HOOGHLY)-(973).pdf
1966,HOOGHLY,PANDUA AC ONE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/PANDUA%20AC%20ONE/1966---178-PANDUA%20%20A.C-1%20(HOOGHLY)-(1565)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/PANDUA%20AC%20ONE/1966---178-PANDUA%20%20A.C-1%20(HOOGHLY)-(1565)-PART-2.pdf"
1966,HOOGHLY,POLBA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/POLBA/1966---176-POLBA%20A.C(HOOGHLY)-(1043).pdf
1966,HOOGHLY,SERAMPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/SERAMPUR/1966---170-SERAMPUR%20A.C(HOOGHLY)%20(1347)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/SERAMPUR/1966---170-SERAMPUR%20A.C(HOOGHLY)%20(1347)-PART-2.pdf"
1966,HOOGHLY,SINGUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/SINGUR/1966---173-SINGUR%20A.C(HOOLGHLY)-(978).pdf
1966,HOOGHLY,TARAKESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/TARAKESWAR/1966---180-TARAKESWAR%20A.C(HOOGHLY)%20-%20(866).pdf
1966,HOOGHLY,UTTARPARA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/UTTARPARA/1966---169-UTTARPARA%20A.C(HOOGHLY)-(1842)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOOGHLY/UTTARPARA/1966---169-UTTARPARA%20A.C(HOOGHLY)-(1842)-PART-2.pdf"
1966,HOWRAH,AMTA AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/AMTA%20AC%20ONE/1966---165-AMTA%20%20A.C-1%20(HOWRAH)-(1052).pdf
1966,HOWRAH,AMTA AC TWO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/AMTA%20AC%20TWO/1966---165-AMTA%20%20A.C-2%20(HOWRAH)-(1052)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/AMTA%20AC%20TWO/1966---165-AMTA%20%20A.C-2%20(HOWRAH)-(1223)-PART-1.pdf"
1966,HOWRAH,BAGNAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/BAGNAN/1966---163-BAGNAN%20AC(HOWRAH)-(939).pdf
1966,HOWRAH,BALLY,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/BALLY/1966---151-BALLY%20A.C(HOWRAH)-(1455)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/BALLY/1966---151-BALLY%20A.C(HOWRAH)-(1455)-PART-2.pdf"
1966,HOWRAH,DOMJUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/DOMJUR/1966---156-DOMJUR%20A.C%20[66-68]%20%20(HOWRAH)-(1814)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/DOMJUR/1966---156-DOMJUR%20A.C%20[66-68]%20%20(HOWRAH)-(1814)-PART-2.pdf"
1966,HOWRAH,HOWRAH CENTRAL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/HOWRAH%20CENTRAL/1966---153-HOWRAH%20CENTRAL%20A.C(HOWRAH)-(1128).pdf
1966,HOWRAH,HOWRAH NORTH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/HOWRAH%20NORTH/1966---152-HOWRAH%20NORTH(HOWRAH)-(1206)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/HOWRAH%20NORTH/1966---152-HOWRAH%20NORTH(HOWRAH)-(1206)-PART-2.pdf"
1966,HOWRAH,HOWRAH SOUTH,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/HOWRAH%20SOUTH/1966---154-HOWRAH%20(SOUTH)%20A.C.%20(HOWRAH)-(1229)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/HOWRAH%20SOUTH/1966---154-HOWRAH%20(SOUTH)%20A.C.%20(HOWRAH)-(1229)-PART-2.pdf"
1966,HOWRAH,JAGATBALLAVPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/JAGATBALLAVPUR/1966---157-JAGATBALLAVPUR%20A.C(HOWRAH)-(1268).pdf
1966,HOWRAH,KALYANPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/KALYANPUR/1966---164-KALYANPUR%20A.C(HOWRAH)-(995).pdf
1966,HOWRAH,PANCHLA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/PANCHLA/1966---158-PANCHLA%20A.C(HOWRAH)-(1321)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/PANCHLA/1966---158-PANCHLA%20A.C(HOWRAH)-(1321)-PART-2.pdf"
1966,HOWRAH,SANKRAIL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/SANKRAIL/1966---159-SANKRAIL%20A.C(HOWRAH)-(1274).pdf
1966,HOWRAH,SHAYMPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/SHAYMPUR/1966---162-SHAYMPUR%20A.C.(HOWRAH)-(1232).pdf
1966,HOWRAH,SHIBPUR AC ONE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/SHIBPUR%20AC%20ONE/1966---155-SHIBPUR%20A.C-1%20(HOWRAH)-(1339)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/SHIBPUR%20AC%20ONE/1966---155-SHIBPUR%20A.C-1%20(HOWRAH)-(1339)-PART-2.pdf"
1966,HOWRAH,SHIBPUR AC TWO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/SHIBPUR%20AC%20TWO/1966---155-SHIBPUR%20A.C-2%20(HOWRAH)-(1732)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/SHIBPUR%20AC%20TWO/1966---155-SHIBPUR%20A.C-2%20(HOWRAH)-(1732)-PART-2.pdf"
1966,HOWRAH,UDAYNARAYANPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/UDAYNARAYANPUR/1966---166-UDAYNARAYANPUR%20A.C(HOWRAH)-(970).pdf
1966,HOWRAH,ULUBERIA NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/ULUBERIA%20NORTH/1966---160-ULUBERIA%20NORTH%20A.C(HOWRAH)-(1070).pdf
1966,HOWRAH,ULUBERIYA SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/HOWRAH/ULUBERIYA%20SOUTH/1966---161-UlUBERIYA%20SOUTH%20A.C(HOWRAH)-(1120).pdf
1966,JALPAIGURI,ALIPURDUAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/ALIPURDUAR/1966---11-%20ALIPURDUAR%20A.C%20(JALPAIGURI)-(1116)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/ALIPURDUAR/1966---11-%20ALIPURDUAR%20A.C%20(JALPAIGURI)-(1116)-PART-2.pdf"
1966,JALPAIGURI,DHUPGURI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/DHUPGURI/1966---14-DHUPGURI%20A.C(JALPAIGURI)-(776).pdf
1966,JALPAIGURI,FALAKATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/FALAKATA/1966---12-FALAKATA%20(S.C)%20A.C(JALPAIGURI)-(867).pdf
1966,JALPAIGURI,JALPAIGURI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/JALPAIGURI/1966---18-JALPAIGURI%20%20A.C(JALPAIGURI)-(952).pdf
1966,JALPAIGURI,KALACHINI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/KALACHINI/1966---10-KALACHINI(S.T)A.C.(JALPAIGURI)-(545).pdf
1966,JALPAIGURI,KUMARGRAM,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/KUMARGRAM/1966---9-KUMARGRAM%20A.C.%20(JALPAIGURI)-(941).pdf
1966,JALPAIGURI,MADARIHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/MADARIHAT/1966---13-MADARIHAT%20(S.T)%20A.C(JALPAIGURI)-(782).pdf
1966,JALPAIGURI,MAINAGURI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/MAINAGURI/1966---16-MAINAGURI%20A.C(JALPAIGURI)-(924).pdf
1966,JALPAIGURI,MAL AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/MAL%20AC%20ONE/1966---17-MAL%20A.C-1%20(JALPAIGURI)-(949).pdf
1966,JALPAIGURI,MAL AC TWO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/MAL%20AC%20TWO/1966---17-MAL%20A.C-2%20(JALPAIGURI)-(1813)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/MAL%20AC%20TWO/1966---17-MAL%20A.C-2%20(JALPAIGURI)-(1813)-PART-2.pdf"
1966,JALPAIGURI,NAGRAKATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/NAGRAKATA/1966---15-NAGRAKATA%20A.C(JALPAIGURI)-(718).pdf
1966,JALPAIGURI,RAJGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/JALPAIGURI/RAJGANJ/1966---19-RAJGANJ%20A.C(JALPAIGURI)-(891).pdf
1966,MALDA,ENGLISHBAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/ENGLISHBAZAR/1966---42-ENGLISHBAZAR%20A.C(MALDA)-(860).pdf
1966,MALDA,GAJOL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/GAJOL/1966---37-GAJOL%20A.C(MALDA)-(873).pdf
1966,MALDA,HABIBPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/HABIBPUR/1966---36-HABIBPUR%20A.C(MALDA)-(934).pdf
1966,MALDA,HARISHCHANDRAPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/HARISHCHANDRAPUR/1966---39-HARISHCHANDRAPUR%20A.C(MALDA)-(825).pdf
1966,MALDA,KALIACHAK,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/KALIACHAK/1966---45-KALIACHAK%20%20A.C(MALDA)-(1066).pdf
1966,MALDA,KHARBA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/KHARBA/1966---38-KHARBA%20%20A.C(MALDA)-(838).pdf
1966,MALDA,MALDA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/MALDA/1966---41-MALDA%20%20A.C(MALDA)-(928).pdf
1966,MALDA,MANIKCHAK,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/MANIKCHAK/1966---43-MANIKCHAK%20A.C(MALDA)-(963).pdf
1966,MALDA,RATUA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/RATUA/1966---40-RATUA%20A.C(MALDA)-(1861)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MALDA/RATUA/1966---40-RATUA%20A.C(MALDA)-(1861)-PART-2.pdf"
1966,MIDNAPORE,BINPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/BINPUR/1966---219-BINPUR%20A.C(MIDNAPORE)-(1100).pdf
1966,MIDNAPORE,CHANDRAKONA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/CHANDRAKONA/1966---185-CHANDRAKONA%20A.C%20(MIDNAPORE)-(1308).pdf
1966,MIDNAPORE,DASPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/DASPUR/1966---187-DASPUR%20%20A.C(MIDNAPORE)-(1482)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/DASPUR/1966---187-DASPUR%20%20A.C(MIDNAPORE)-(1482)-PART-2.pdf"
1966,MIDNAPORE,DATAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/DATAN/1966---214-DATAN%20A.C(MIDNAPORE)-(1242).pdf
1966,MIDNAPORE,DEBRA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/DEBRA/1966---205-DEBRA%20A.C%20(MIDNAPORE)-(1083).pdf
1966,MIDNAPORE,GARBETTA EAST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GARBETTA%20EAST/1966---207-GARBETTA%20EAST%20(S.C)%20A.C(MIDNAPORE)-(1422)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GARBETTA%20EAST/1966---207-GARBETTA%20EAST%20(S.C)%20A.C(MIDNAPORE)-(1422)-PART-2.pdf"
1966,MIDNAPORE,GARBETTA WEST,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GARBETTA%20WEST/1966---208-GARBETTA%20WEST%20(S.C)%20A.C(MIDNAPORE)-(1469)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GARBETTA%20WEST/1966---208-GARBETTA%20WEST%20(S.C)%20A.C(MIDNAPORE)-(1469)-PART-2.pdf"
1966,MIDNAPORE,GHATAL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GHATAL/1966---186-GHATAL%20A.C%20(MIDNAPORE)-(1190).pdf
1966,MIDNAPORE,GOPIBALLAVPUR AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GOPIBALLAVPUR%20AC%20ONE/1966---217-GOPIBALLAVPUR%20A.C-1%20(MIDNAPORE)-(1197).pdf
1966,MIDNAPORE,GOPIBALLAVPUR AC TWO,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GOPIBALLAVPUR%20AC%20TWO/1966---217-GOPIBALLAVPUR%20A.C-2%20(MIDNAPORE)-(1515)%20-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/GOPIBALLAVPUR%20AC%20TWO/1966---217-GOPIBALLAVPUR%20A.C-2%20(MIDNAPORE)-(1515)-PART-2.pdf"
1966,MIDNAPORE,JHARGRAM,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/JHARGRAM/1966---218-JHARGRAM%20A.C(MIDNAPORE)-(1233).pdf
1966,MIDNAPORE,KESHIARI AC ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/KESHIARI%20AC%20ONE/1966---215-KESHIARI%20(S.T)%20A.C-1%20(MINAPORE)-(1145).pdf
1966,MIDNAPORE,KESHIARI AC TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/KESHIARI%20AC%20TWO/1966---215-KESHIARI%20(S.T)%20A.C-2%20(MIDNAPORE)-(1134).pdf
1966,MIDNAPORE,KESHPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1966/MIDNAPORE/KESHPUR/1966---206-KESHPUR%20(S.C)%20A.C(MIDNAPORE)-(1289).pdf
